id,question,sparql,answer_rdf,answer,frame
0,Quale era la spagnoli ecclesiastico?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cleric> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Vasco_de_Quiroga,Vasco de Quiroga,AA
110,spagnola ecclesiasticos,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cleric> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Vasco_de_Quiroga,Vasco de Quiroga,AA
112,Quale era la spagnola agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Victoria_Sendón_de_León,,AA
113,Quale erano spagnola agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Victoria_Sendón_de_León,,AA
114,Quale sono spagnola agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Victoria_Sendón_de_León,,AA
115,Quale è la spagnola agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Victoria_Sendón_de_León,,AA
117,la spagnola agente,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Victoria_Sendón_de_León,,AA
118,spagnola agentes,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Victoria_Sendón_de_León,,AA
120,Quale era la spagnola atleta?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Ruth_Ndoumbe,,AA
121,Quale erano spagnola atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Ruth_Ndoumbe,,AA
122,Quale sono spagnola atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Ruth_Ndoumbe,,AA
123,Quale è la spagnola atleta?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Ruth_Ndoumbe,,AA
125,la spagnola atleta,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Ruth_Ndoumbe,,AA
126,spagnola atletas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Ruth_Ndoumbe,,AA
128,Quale era la spagnola architetto?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Architect> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Ibo_Bonilla,,AA
129,Quale erano spagnola architettos?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Architect> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Ibo_Bonilla,,AA
130,Quale sono spagnola architettos?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Architect> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Ibo_Bonilla,,AA
131,Quale è la spagnola architetto?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Architect> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Ibo_Bonilla,,AA
133,la spagnola architetto,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Architect> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Ibo_Bonilla,,AA
134,spagnola architettos,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Architect> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Ibo_Bonilla,,AA
136,Quale era la spagnola artista?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Gil_de_Siloé,Gil de Siloé,AA
137,Quale erano spagnola artistas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Gil_de_Siloé,Gil de Siloé,AA
138,Quale sono spagnola artistas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Gil_de_Siloé,Gil de Siloé,AA
139,Quale è la spagnola artista?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Gil_de_Siloé,Gil de Siloé,AA
141,la spagnola artista,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Gil_de_Siloé,Gil de Siloé,AA
142,spagnola artistas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Gil_de_Siloé,Gil de Siloé,AA
144,Quale era la spagnola persona?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Victoria_Sendón_de_León,,AA
145,Quale erano spagnola personas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Victoria_Sendón_de_León,,AA
146,Quale sono spagnola personas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Victoria_Sendón_de_León,,AA
147,Quale è la spagnola persona?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Victoria_Sendón_de_León,,AA
149,la spagnola persona,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Victoria_Sendón_de_León,,AA
150,spagnola personas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Victoria_Sendón_de_León,,AA
152,Quale era la spagnola delinquente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Criminal> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Pilar_Prades,,AA
153,Quale erano spagnola delinquentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Criminal> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Pilar_Prades,,AA
154,Quale sono spagnola delinquentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Criminal> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Pilar_Prades,,AA
155,Quale è la spagnola delinquente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Criminal> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Pilar_Prades,,AA
157,la spagnola delinquente,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Criminal> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Pilar_Prades,,AA
158,spagnola delinquentes,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Criminal> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Pilar_Prades,,AA
160,Quale era la spagnola giocatore di scacchi?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ChessPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Pablo_San_Segundo_Carrillo,,AA
161,Quale erano spagnola giocatore di scacchis?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ChessPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Pablo_San_Segundo_Carrillo,,AA
162,Quale sono spagnola giocatore di scacchis?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ChessPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Pablo_San_Segundo_Carrillo,,AA
163,Quale è la spagnola giocatore di scacchi?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ChessPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Pablo_San_Segundo_Carrillo,,AA
165,la spagnola giocatore di scacchi,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ChessPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Pablo_San_Segundo_Carrillo,,AA
166,spagnola giocatore di scacchis,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ChessPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Pablo_San_Segundo_Carrillo,,AA
168,Quale era la spagnola nuotatore?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Rosa_Costa,,AA
169,Quale erano spagnola nuotatores?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Rosa_Costa,,AA
170,Quale sono spagnola nuotatores?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Rosa_Costa,,AA
171,Quale è la spagnola nuotatore?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Rosa_Costa,,AA
173,la spagnola nuotatore,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Rosa_Costa,,AA
174,spagnola nuotatores,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Rosa_Costa,,AA
176,Quale era la spagnola vescovo cristiano?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ChristianBishop> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Vasco_de_Quiroga,Vasco de Quiroga,AA
177,Quale erano spagnola vescovo cristianos?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ChristianBishop> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Vasco_de_Quiroga,Vasco de Quiroga,AA
178,Quale sono spagnola vescovo cristianos?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ChristianBishop> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Vasco_de_Quiroga,Vasco de Quiroga,AA
179,Quale è la spagnola vescovo cristiano?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ChristianBishop> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Vasco_de_Quiroga,Vasco de Quiroga,AA
181,la spagnola vescovo cristiano,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ChristianBishop> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Vasco_de_Quiroga,Vasco de Quiroga,AA
182,spagnola vescovo cristianos,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ChristianBishop> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Vasco_de_Quiroga,Vasco de Quiroga,AA
184,Quale era la spagnola cardinale?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cardinal> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Fernando_Niño_de_Guevara,Fernando Niño de Guevara,AA
185,Quale erano spagnola cardinales?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cardinal> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Fernando_Niño_de_Guevara,Fernando Niño de Guevara,AA
186,Quale sono spagnola cardinales?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cardinal> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Fernando_Niño_de_Guevara,Fernando Niño de Guevara,AA
187,Quale è la spagnola cardinale?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cardinal> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Fernando_Niño_de_Guevara,Fernando Niño de Guevara,AA
189,la spagnola cardinale,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cardinal> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Fernando_Niño_de_Guevara,Fernando Niño de Guevara,AA
190,spagnola cardinales,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cardinal> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Fernando_Niño_de_Guevara,Fernando Niño de Guevara,AA
192,Quale era la spagnola militare?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryPerson> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Bernardo_de_Velasco,Bernardo de Velasco,AA
193,Quale erano spagnola militares?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryPerson> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Bernardo_de_Velasco,Bernardo de Velasco,AA
194,Quale sono spagnola militares?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryPerson> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Bernardo_de_Velasco,Bernardo de Velasco,AA
195,Quale è la spagnola militare?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryPerson> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Bernardo_de_Velasco,Bernardo de Velasco,AA
197,la spagnola militare,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryPerson> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Bernardo_de_Velasco,Bernardo de Velasco,AA
198,spagnola militares,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryPerson> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Bernardo_de_Velasco,Bernardo de Velasco,AA
200,Quale era la spagnola giocatore di pallacanestro?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Rubén_Garcés,Rubén Garcés,AA
201,Quale erano spagnola giocatore di pallacanestros?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Rubén_Garcés,Rubén Garcés,AA
202,Quale sono spagnola giocatore di pallacanestros?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Rubén_Garcés,Rubén Garcés,AA
203,Quale è la spagnola giocatore di pallacanestro?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Rubén_Garcés,Rubén Garcés,AA
205,la spagnola giocatore di pallacanestro,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Rubén_Garcés,Rubén Garcés,AA
206,spagnola giocatore di pallacanestros,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> },http://dbpedia.org/resource/Rubén_Garcés,Rubén Garcés,AA
208,Quale era la svedesi agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Sweden> },http://dbpedia.org/resource/Per_Carleson__Per_Carleson__1,,AA
209,Quale erano svedesi agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Sweden> },http://dbpedia.org/resource/Per_Carleson__Per_Carleson__1,,AA
210,Quale sono svedesi agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Sweden> },http://dbpedia.org/resource/Per_Carleson__Per_Carleson__1,,AA
211,Quale è la svedesi agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Sweden> },http://dbpedia.org/resource/Per_Carleson__Per_Carleson__1,,AA
213,la svedesi agente,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Sweden> },http://dbpedia.org/resource/Per_Carleson__Per_Carleson__1,,AA
214,svedesi agentes,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Sweden> },http://dbpedia.org/resource/Per_Carleson__Per_Carleson__1,,AA
216,Quale era la svedesi atleta?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Sweden> },http://dbpedia.org/resource/Per_Carleson__Per_Carleson__1,,AA
217,Quale erano svedesi atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Sweden> },http://dbpedia.org/resource/Per_Carleson__Per_Carleson__1,,AA
218,Quale sono svedesi atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Sweden> },http://dbpedia.org/resource/Per_Carleson__Per_Carleson__1,,AA
219,Quale è la svedesi atleta?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Sweden> },http://dbpedia.org/resource/Per_Carleson__Per_Carleson__1,,AA
221,la svedesi atleta,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Sweden> },http://dbpedia.org/resource/Per_Carleson__Per_Carleson__1,,AA
