"QALD id"	"match status"	"QALD question"	"QueGG question"	"QALD SPARQL query"	"QueGG SPARQL query"	"TP"	"FP"	"FN"	"Precision"	"Recall"	"F-Measure"
"124"	"0.0"	"¿Qué discográfica grabó el primer album de Elvis?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?x rdf:type dbo:Album .
        ?x dbo:artist res:Elvis_Presley .
        ?x dbo:releaseDate ?y .
        ?x dbo:recordLabel ?uri .
}
ORDER BY ASC(?y) 
OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"125"	"0.7619047619047619"	"¿En qué zona horaria esta Roma?"	"""¿Qué zona horaria tiene La Meca?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Rome> <http://dbpedia.org/ontology/timeZone> ?uri . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Mecca> <http://dbpedia.org/property/timezone>  ?o .    
}"""	"0.0"	"1.0"	"1.0"	"0.0"	"0.0"	"0.0"
"126"	"0.9433962264150944"	"¿Cual es la moneda de China?"	"""¿Cual es moneda de China?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {  
   res:China dbo:currency ?uri . 
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/China> <http://dbpedia.org/ontology/currency>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"127"	"0.926829268292683"	"¿Quiénes son los desarrolladores de DBpedia?"	"""¿Quién son desarrolladores de DBpedia?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/DBpedia> <http://dbpedia.org/ontology/developer> ?uri . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/DBpedia> <http://dbpedia.org/ontology/developer>  ?o .    
}"""	"3.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"128"	"0.7747747747747747"	"¿Tiene el lugar de nacimiento de Abraham Lincol una página web?"	"""¿Cual es lugar de nacimiento de Abraham Lincoln?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Abraham_Lincoln dbo:deathPlace ?p .
        ?p dbo:website ?w . 
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Abraham_Lincoln> <http://dbpedia.org/ontology/birthPlace>  ?o .    
}"""	"0.0"	"2.0"	"1.0"	"0.0"	"0.0"	"0.0"
"129"	"0.8148148148148148"	"¿Quién es el rey de los Países Bajos?"	"""¿Qué pa�ses habl� Reino de los Países Bajos?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Parliament_of_Australia> <http://dbpedia.org/ontology/leader> ?uri . ?uri a <http://dbpedia.org/ontology/Royalty> . } "	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/language>  <http://dbpedia.org/resource/Netherlands> .    
}"""	"0.0"	"74.0"	"1.0"	"0.0"	"0.0"	"0.0"
"130"	"0.7317073170731707"	"¿En que ciudad murió Nikos Kazantzakis?"	"""¿En qué feminine casarse Nikos Kazantzakis?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Nikos_Kazantzakis> <http://dbpedia.org/ontology/deathPlace> ?uri . ?uri a <http://dbpedia.org/ontology/City> . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/Nikos_Kazantzakis> <http://dbpedia.org/ontology/spouse>  ?o .    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"131"	"0.0"	"¿Quién fue el padre de la reina Isabel II?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri
WHERE { 
        res:Elizabeth_II dbp:father ?uri .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"132"	"0.0"	"Dame una lista de todas las aves en peligro de extinción."		"SELECT DISTINCT ?uri ?p WHERE { ?uri a <http://dbpedia.org/ontology/Bird> . { ?uri <http://dbpedia.org/ontology/conservationStatus> 'CR'^^<http://www.w3.org/2001/XMLSchema#string> . } UNION { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Critically_endangered_animals> . } }"		"0.0"	"0.0"	"27.0"	"0.0"	"0.0"	"0.0"
"133"	"0.723404255319149"	"¿Cuántos habitantes tiene la ciudad más grande de Canadá?"	"""¿Cual es ciudad m�s grande de Canadá?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
        res:Canada dbo:largestCity ?city . 
        ?city dbo:populationTotal ?num .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Canada> <http://dbpedia.org/ontology/largestCity>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}"""	"0.0"	"1.0"	"1.0"	"0.0"	"0.0"	"0.0"
"134"	"0.0"	"¿En qué conflictos militares participó Lawrence de Arabia?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        res:T._E._Lawrence dbo:battle ?uri . 
}"		"0.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"
"135"	"0.0"	"¿Que libro tiene el mayor numero de paginas?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        ?uri rdf:type dbo:Book . 
        ?uri dbo:numberOfPages ?n .
}
ORDER BY DESC(?n)
OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"136"	"0.0"	"¿En qué país nace el Nilo?"		"PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {       
        res:Nile dbp:mouthLocation ?uri .
}"		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"137"	"0.0"	"¿Quién es el conductor de Formula 1 con más carreras?"		"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/FormulaOneRacer> .  ?uri <http://dbpedia.org/ontology/races> ?x . } ORDER BY DESC(?x) OFFSET 0 LIMIT 1 "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"138"	"0.0"	"¿Qué compañías producen aerodeslizadores?"		"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Hovercraft> . }"		"0.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"
"139"	"0.7796610169491526"	"Tuvo hijos Elvis Presley?"	"""¿Quién son hijos de Elvis Presley?"""	"ASK WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?uri . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child>  ?o .    
}"""	"0.0"	"1.0"	"1.0"	"0.0"	"0.0"	"0.0"
"140"	"0.7676767676767676"	"¿En que ciudad nació el presidente de Montenegro?"	"""¿En qué feminine casarse Presidente de Montenegro?"""	"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/office> <http://dbpedia.org/resource/President_of_Montenegro> . ?x <http://dbpedia.org/ontology/birthPlace> ?uri . ?uri a <http://dbpedia.org/ontology/City> . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/President_of_Montenegro> <http://dbpedia.org/ontology/spouse>  ?o .    
}"""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"141"	"0.7301587301587301"	"¿En qué país nació Bill Gates?"	"""¿Qué persona escribi� Bill Gates?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bill_Gates> <http://dbpedia.org/ontology/birthPlace> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>   <http://dbpedia.org/ontology/City> . }"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/author>  <http://dbpedia.org/resource/Bill_Gates> .    
}"""	"0.0"	"2.0"	"1.0"	"0.0"	"0.0"	"0.0"
"142"	"0.7761194029850746"	"¿En qué países se habla japonés?"	"""¿En qué pa�s hablar Idioma japonés?"""	"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/ontology/language> <http://dbpedia.org/resource/Japanese_language> . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Japanese_language> <http://dbpedia.org/ontology/language>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    
}"""	"0.0"	"0.0"	"12.0"	"0.0"	"0.0"	"0.0"
"143"	"0.735632183908046"	"Muéstrame el libro escrito por Muhammad Ali."	"""Dame todos persona escrito por Muhammad Ali"""	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri 
WHERE { 
         ?uri rdf:type dbo:Book . 
         ?uri dbo:author res:Muhammad_Ali . 
}"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/author>  <http://dbpedia.org/resource/Muhammad_Ali> .    
}"""	"2.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"144"	"0.0"	"¿Es Michele Obama la esposa de Barack Obama?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Barack_Obama dbo:spouse res:Michelle_Obama .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"145"	"0.8157894736842105"	"¿Cuál es el código de área de Berlín?"	"""¿Cual es c�digo de �rea de Berlín Este?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?string 
WHERE {
	res:Berlin dbo:areaCode ?string .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Berlin> <http://dbpedia.org/ontology/areaCode>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"146"	"0.8596491228070176"	"Dame todos los actores que hayan actuado en Last Action Hero."	"""Dame todos actuado qué hayan actuado Last Action Hero"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        res:Last_Action_Hero dbo:starring ?uri . 
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Last_Action_Hero> <http://dbpedia.org/ontology/starring>  ?o .    
}"""	"10.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"147"	"0.7948717948717948"	"¿Cuál es el apodo de San Francisco?"	"""¿Cual es apodo de San Francisco California?"""	"SELECT DISTINCT ?string WHERE {  <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname> ?string . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"148"	"0.0"	"¿Cuál fue el primer álbum de Queen?"		"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Album> . ?uri <http://dbpedia.org/ontology/artist> <http://dbpedia.org/resource/Queen_(band)> . ?uri <http://dbpedia.org/ontology/releaseDate> ?d . } ORDER BY ASC(?d) OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"149"	"0.0"	"¿Por qué países fluye el río Yenisei?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
        res:El_Burguillo_Reservoir dbp:country ?uri .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"150"	"0.8636363636363636"	"¿Qué series televisivas ideó Walt Disney?"	"""¿En qué series televisivas inspir� Walt Disney?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
	?uri rdf:type dbo:TelevisionShow .
        ?uri dbo:creator res:Walt_Disney .
}"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/influenced>  <http://dbpedia.org/resource/Walt_Disney> .    
}"""	"0.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"
"151"	"0.0"	"¿Qué puente tiene el mayor largo del vano?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?uri rdf:type dbo:Bridge .
        ?uri dbo:mainspan ?s . 
} 
ORDER BY DESC(?s) 
OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"152"	"0.7636363636363637"	"¿De qué país es Sitecore?"	"""¿En qué Papas fundar Sitecore?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sitecore> <http://dbpedia.org/ontology/foundationPlace> ?uri . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/Sitecore> <http://dbpedia.org/ontology/foundedBy>  ?o .    
}"""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"153"	"0.7666666666666667"	"¿Con quien se casó Donald Trump?"	"""¿Quién casarse Donald Trump?"""	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Donald_Trump> . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Donald_Trump> <http://dbpedia.org/ontology/spouse>  ?o .    
}"""	"2.0"	"1.0"	"1.0"	"0.6666667"	"0.6666667"	"0.6666667"
"154"	"0.9122807017543859"	"¿Cuál es la capital de Canadá?"	"""¿Cual es capital de Canadá?"""	"PREFIX dbo:  <http://dbpedia.org/ontology/>
PREFIX res:  <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        res:Canada dbo:capital ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Canada> <http://dbpedia.org/ontology/capital>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"155"	"0.717948717948718"	"¿Quién inspiro a Wilhelm Joseph Schelling?"	"""¿Quién inspirar Friedrich Schelling?"""	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/Friedrich_Wilhelm_Joseph_Schelling> . }"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/influenced>  <http://dbpedia.org/resource/Friedrich_Wilhelm_Joseph_Schelling> .    
}"""	"6.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"156"	"0.7536231884057971"	"¿En qué ciudad murió John F. Kennedy?"	"""¿Qué hija tiene John F. Kennedy?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE { 
        res:John_F._Kennedy dbo:deathPlace ?uri .
        ?uri rdf:type dbo:City .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/child>  ?o .    
}"""	"0.0"	"3.0"	"1.0"	"0.0"	"0.0"	"0.0"
"157"	"0.0"	"¿Estuvo el el presidente de los estados unidos Jackson involucrado en una guerra?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Andrew_Jackson dbo:battle ?battle .    
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"158"	"0.0"	"¿Quién escribió el tema del Juego de Tronos?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Game_of_Thrones> <http://dbpedia.org/ontology/composer> ?uri. }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"159"	"0.9142857142857143"	"¿Quién diseñó la Puente de Brooklyn?"	"""¿Quién dise�ar Puente de Brooklyn?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
        res:Brooklyn_Bridge dbo:architect ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Brooklyn_Bridge> <http://dbpedia.org/ontology/architect>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"160"	"0.0"	"¿Cuándo termino Boris Becker su carrera como actor?"		"SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Boris_Becker> <http://dbpedia.org/ontology/activeYearsEndDate> ?d . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"161"	"0.0"	"¿Que tipo de uva crece en Oregon?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Oregon_wine> <http://dbpedia.org/ontology/growingGrape> ?uri . } "		"0.0"	"0.0"	"84.0"	"0.0"	"0.0"	"0.0"
"162"	"0.8923076923076924"	"¿Qué altura tiene Michael Jordan?"	"""¿Qué mujer tiene Michael Jordan?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
        res:Michael_Jordan dbo:height ?num .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Michael_Jordan> <http://dbpedia.org/ontology/spouse>  ?o .    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"163"	"0.0"	"¿A qué partido politico pertenece el alcalde de París?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?x . ?x <http://dbpedia.org/ontology/party> ?uri . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"164"	"0.8666666666666667"	"¿Quen escribió el libro Los pilares de la Tierra?"	"""¿Quién escribir Los pilares de la Tierra?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        res:The_Pillars_of_the_Earth dbo:author ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/The_Pillars_of_the_Earth> <http://dbpedia.org/ontology/author>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"165"	"0.723404255319149"	"¿Quién fue el 16th presidente de los Estados Unidos?"	"""¿Cual es vicepresidente de Estados Unidos?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
         ?uri dbo:office 'President of the United States' .
         ?uri dbo:orderInOffice '16th' .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/United_States> <http://dbpedia.org/ontology/vicePresident>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    
}"""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"166"	"0.7142857142857143"	"¿Qué alto es el Monte Everest?"	"""¿Qué c�digo de �rea tiene Monte Everest?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
	res:Mount_Everest dbo:elevation ?num.
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/areaCode>  ?o .    
}"""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"167"	"0.9541284403669725"	"¿Quien es el supervisor de doctorado de Albert Einstein?"	"""¿Quién es supervisor de doctorado de Albert Einstein?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor> ?uri . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"168"	"0.8108108108108109"	"¿En qué ciudad vive Sylvester Stallone?"	"""¿Qué hija tiene Sylvester Stallone?"""	"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/City> . <http://dbpedia.org/resource/Sylvester_Stallone> <http://dbpedia.org/ontology/residence> ?uri . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/Sylvester_Stallone> <http://dbpedia.org/ontology/child>  ?o .    
}"""	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"
"169"	"0.8947368421052632"	"¿Cuál es la moneda de la república checa?"	"""¿Cual es moneda de República Checa?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Czech_Republic dbo:currency ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Czech_Republic> <http://dbpedia.org/ontology/currency>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"170"	"0.72"	"¿Tuvo Sócrates influencia sobre Aristóteles?"	"""¿Quién influenciar Aristóteles?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Aristotle dbo:influencedBy res:Socrates .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Aristotle> <http://dbpedia.org/ontology/influencedBy>  ?o .    
}"""	"0.0"	"8.0"	"1.0"	"0.0"	"0.0"	"0.0"
"171"	"0.8409090909090909"	"¿En qué zona horaria se encuentra Salt Lake City?"	"""¿Qué zona horaria tiene Salt Lake City?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
	res:Salt_Lake_City dbp:timezone ?uri . 
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Salt_Lake_City> <http://dbpedia.org/property/timezone>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"172"	"0.8070175438596491"	"¿Quién es el hijo de Sonny y Cher?"	"""¿Quién es hijo de Cher?"""	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Cher> . ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Sonny_Bono> . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/Cher> <http://dbpedia.org/ontology/child>  ?o .    
}"""	"1.0"	"1.0"	"0.0"	"0.5"	"1.0"	"0.6666667"
"173"	"0.0"	"¿En qué ciudad se encuentra la sede de las Naciones Unidas?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Headquarters_of_the_United_Nations> <http://dbpedia.org/ontology/location> ?uri . ?uri a <http://dbpedia.org/ontology/City> . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"174"	"0.9333333333333333"	"¿Quien es el fundador de Penguin Books?"	"""¿Quién es fundador de Penguin Books?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        res:Penguin_Books dbo:founder ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Penguin_Books> <http://dbpedia.org/ontology/founder>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"175"	"0.0"	"¿Cúando se fundó Jack Wolfskin?"		"SELECT DISTINCT ?year WHERE {  <http://dbpedia.org/resource/Jack_Wolfskin> <http://dbpedia.org/ontology/foundingYear> ?year . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"176"	"0.90625"	"¿Quién es el alcalde de Rotterdam?"	"""¿Quién es alcalde de Róterdam?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        res:Moscow dbo:leaderName ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Rotterdam> <http://dbpedia.org/ontology/leaderName>  ?o .    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"177"	"0.0"	"Dame todos los oceanógrafos suecos."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:field res:Oceanography . 
        ?uri dbo:birthPlace res:Sweden .        
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"178"	"0.0"	"Muéstrame la autobiografía Hemingway."		"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Ernest_Hemingway> . ?uri <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Autobiography> . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"179"	"0.7045454545454546"	"¿Quién son los padres de la esposa de Juan Carlos I?"	"""¿Quién son padres de Diana de Gales?"""	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        res:Juan_Carlos_I_of_Spain dbo:spouse ?x . 
        ?x dbo:parent ?uri . 
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Diana,_Princess_of_Wales> <http://dbpedia.org/ontology/parent>  ?o .    
}"""	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"
"180"	"0.0"	"¿Obtuvo Tesla el premio nobel de física?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Nikola_Tesla dbo:award res:Nobel_Prize_in_Physics .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"181"	"0.0"	"Quien es el jugador de baloncesto mas alto?"		"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> .  ?uri <http://dbpedia.org/ontology/height> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1 "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"182"	"0.0"	"¿Que ciudad tiene la menor población?"		"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> .  ?uri <http://dbpedia.org/ontology/populationTotal> ?pop . } ORDER BY ASC(?pop) OFFSET 0 LIMIT 1 "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
